	Kategorie	Nummer	Bezeichnung Kategorie	Anmerkungen	Zuordnung unsicher		mehrdeutig		diskutieren!		Kontext (SteA-Text)
ips				IT-Security							Gute PC-Anwenderkenntnisse (MS-Office, AVA Software, Navision IPS und MIS)
j.d.edwards/e-one				resource planning software	Stammdatenpflege Programme						Wünschenswert: gute Kenntnisse in J.D.Edwards/e-One
jasper				Reporting, Programmiersprache							Vorteilhaft wäre es, wenn Sie noch Kenntnisse in den Programmiersprachen C, VB und Jasper hätten.
kix				Skriptsprache							Sie verfügen ebenfalls über Kenntnisse im Bereich Windows-Betriebssysteme, Registry, Windows-Dienste, NTFS-Rechte und Benutzerverwaltung, DOS-Kenntnisse und Skriptsprachen (VBS, JS, KIX, AUTOIT etc.) sowie Netzwerkprotokolle (TCP/IP).
ksr				SAP Modul oder KSC&KSR Pressen							übergeordneter IT-Systeme (MFR, KSR, Novell, E-Mail, Benutzerverwaltung)
kvs				CAD-System							Erfahrung in der Anwendung von CATIA V5, PDMU und KVS wünschenswert
											NA
lnas				LNA Satelitensystem wie SSPA HPAS							Betreuung und Management von Eirichtung, Inbetriebnahme und Wartung/Reparaturarbeiten von Satellitensystemen einschließlich HPAs, SSPAs, LNAs, Modems und Up/Down Converters;
lon				gebäudesystemtechnik	AM? Lon-Programmierung, Netzwerkmanagment						Kenntnisse in EIB-Programmierung und Datennetzwerken (LON).
ls3				BMW Tool wie Prisma							BMW-Toolkenntnisse wie PRISMA, PSN, PEP PDM LS3 und CATIA V5 sind wünschenswert.
mcd3				Server							Ihre Aufgabe ist die Konzeption, Entwicklung und Weiterentwicklung von neuen und existierenden samtec Software-Produkten im Bereich von MCD3, ODX und OTX.
mde-gerät				Gerät zur Warenerfassung							gerne mit Erfahrung im Umgang mit einem Handscanner (MDE-Gerät)
microplan				CAD System							Sie beherrschen ein elektrotechnisches CAD-System wie ELCAD, EPLAN oder MicroPlan ET.
microscada				Microscada 9.1/9.2 Pro Control System							Kenntnisse in MicroSCADA 9.1 / 9.2
moss				Microsoft Office Share Point Server							NA
motorsteuergerät				AM?							Applikation von Motorsteuergeräten mit Schwerpunkt OBD-Applikation    Applikation von Motorsteuergeräten mit Schwerpunkt OBD-Applikation
moviaxis				Antriebssystem wie SinamicsS120							Kenntnisse in einem der Antriebsysteme SEW, speziell MoviAxis und Sinamics S120
mq				?							EAI unserer Legacy Application in den neu zu entwickelnden Rich Client unter Active MQ, Spring und Apache ServiceMix
mq-series				Software für Komunikations von Programmen	IBW Worksphere Produkt, Programmiersprache						Idealerweise Kenntnisse in MQ-Series und IBM WAS
p8				Flugzeug, Waffe Handy, ...	EPlan P8 Schaltplanerstellungs SW						Erstellung von Schaltplänen mit Eplan 5.7 bzw. P8 und ELCAD.
pcs7				prozessleitsystem?							NA
pds				CAD Software für Rohrleitungen							Vertraut im Umgang mit der Software PDMS, PDS oder Auto CAD
phoenix				SPS Programmierung Phoenix Compact							Sie erstellen SPS-Programme (Siemens S5/S7, Phoenix und Pilz Sicherheits-SPS) und Visualisierungssoftware (WinCC / WinCC Flexible und Zenon) für Anwendungen unserer Kunden aus dem Bereich Automotive.    Erfahrungen mit verschiedenen Systemen (Siemens, Phoenix Contact, Rockwell,
pld				PLD/FPGA programm logischer Bauelement							CM Schulungen und Trainings für PLD und HW Entwickler
pritsch				? Pritsche? LKW							Ladekrane-Behälterwechselsysteme, Pritschen und Kipper
ptc				PTc-tools Parametric technology corporation							Kenntnisse in PTC CoCreate Modeling
retrofit				mehere Bedeutungen AM? könnte Flugzeug sein							Berufserfahrung im Bereich Reparatur und Überholung von Werkzeugmaschinen (Retrofit) zwingend erforderlich,
rolllader				Rollade kein Am							NA
rotierer				kein wort, kein AM							Instandhaltung von Druckluftanlagen, Kompressoren (Kolben, Schrauben, Rotierer)
rt				kein Am							* Applikationsentwicklung mit LabVIEW (RT und FPGA)
sca				Scala? Programmiersprache							Kenntnisse in SOA-Technologien (BPEL, SCA, OSB) auf Oracle Middleware
solid				Solid Works -> CAD							NA
solo-maschine				LKW							Wir suchen eine/n Berufskraftfahrer/in für Tagestouren mit 12-Tonner Lkw (Solo-Maschine).
stanz				? Umformtechnik oder Stanzpresse							NA
statemate				?							NA
											NA
stingray				stingray studio -->Software Architektur							ein gutes Verständnis für Software-Architekturen und Bedienkonzepte und Kenntnisse im Umgang mit Stingray Studio und Microsoft .NET Framework  Kenntnisse im Umgang mit Stingray Studio und Microsoft .NET Framework runden Ihr Profil ab.
swing				Java Swing Programmiersprache							NA
synergie				? AM?							NA
systemschalung				kein Am							NA
tankanlage				Anlage --> Behälter zum Tanken							NA
targetlink											Kenntnisse im Bereich TargetLink wünschenswert
taster											Dazu gehört z.B. die Leitungsverlegung und die Montage von Verteilern, Überstromschutzeinrichtungen, Fehlerstromschutzschaltern, Leitungsschutzschaltern, Leuchten, Elektrogeräten, elektrischen Maschinen, Sensoren wie Bewegungsmeldern und Dämmerungsschaltern, Schaltern, Tastern und Steckdosen sowie die abschließende Messung der Wirksamkeit der Schutzmaßnahmen.
tcae				Datenbank							Kenntnisse und Erfahrungen in TcAE, GRDV, GPDS, APM, Mock up und E² von Vorteil
tds				kein Am							LOGA, SAP HR, Paisy oder TDS Personal gearbeitet oder diese sogar eingeführt.
template-engin				ist eine Software, die eine Vorlagen-Datei verarbeitet							NA
tht				kein Am Lötart							Wenn Sie Erfahrungen im Bereich SMD und THT mitbringen, bestenfalls sowohl mit bleifreiem als auch herkömmlichen Lötzinn arbeiten können und Qualitätsbewußtsein und Flexibilität für Sie selbstverständlich sind, freuen wir uns auf Ihre Bewerbung.
tht/smd				kein Am Lötart							NA
tivoli				mehere Bedeutungen, bspw Storage Managment							NA
toma				Reservierungs, Buchungssoftware							gute Kenntnisse in CRS-Systemen, amadeus, TOMA
traceability-tool				?							Vertrautheit mit MS-Office, SAP, CADIM und Traceability-Tools
transline				transline 2000 -->Steuerung							Idealerweise zusätzlich Kenntnisse in Transline und WinCC-Programmierung
trd				Norm, Vorschrift							Ausgeprägte Kenntnisse im zugehörigen technischen Regelwerk (Betriebssicherheits-verordnung, TRD, Verbändevereinbarungen)
truetop				CAD-Zeichnungs SW							Erstellen von CAD-Zeichnungen mit TrueTops und Solid Edge
T-Syncro, ESON, AVON, KVS				VW Entwicklungssysteme							NA
udb				Quellschweißmittel?	Netzwerkprotokoll						Fachwissen diverser DB Plattformen unter Unix und z/OS, wie DB2 UDB, DB2 und Oracle  Basiswissen diverser DB Plattformen unter Unix und z/OS, wie DB2 UDB, DB2 und Oracle
ug				s.u							Maschinen und/oder Anlagen mithilfe eines CAD-Programms (Inventor, Pro/E, UG,
ug nx				Unigraphics NX --> Konstruktionssoftware							Sie beherrschen mindestens eines der marktführenden CAD-Systeme (CatiaV5, ProE, UG NX) sicher    Sie beherrschen mindestens eines der marktführenden CAD-Systeme (CatiaV5, ProE, UG NX) sicher
ug/nx				s.o							Gute Kenntnisse in UG/NX
uggerät				LAnd Baumaschinen, Ölwechselgerät							Bedienung von Hebe-, Hubarbeitsbühnen, Kränen, Winden, Hub- und Uggeräten, Flurförderfahrzeugen
umux-gerät				?							NA
unisph				Unisphere Manager							Switche, Navisphere und Unisphere Manager
up/down				? AM?							Betreuung und Management von Eirichtung, Inbetriebnahme und Wartung/Reparaturarbeiten von Satellitensystemen einschließlich HPAs, SSPAs, LNAs, Modems und Up/Down Converters;
ut1				Ultraschallprüfung Klasse 1 kein AM							NA
v4				CATIA V4/V5							Gute Kenntnisse im Bereich Konstruktion in Catia V4 und Catia V5
v4/v5				CATIA V4/V5							Gute Kenntnisse mit MS-Office sowie den Tools CATIA V4/V5, TAKSY und VPM
v5				CATIA V4/V5							Kenntnisse in CATIA V5 und MS-Office    Erfahrung in der CAD-Konstruktion (Catia V5 und Solid Works)    Sicher in der Anwendung von Catia V5 und MS-Office Anwendungen.    Der sichere mit CATIA V5 und MS-Office ist für Sie selbstverständlich.
v5r4				ios V5r4 Betriebssystem?							Erfahrung in V5R4 und Nachfolgeversionen
vaa				? UML, RUP							NA
vanuk				Steuerung wie Siemens für CNC Fräsen							Kenntnisse und Erfahrung in Siemens 840 D und Vanuk sind wünschenswert, jedoch nicht zwingend erforderlich
vertex				Vertex Shader (wie pixel) oder CAD-System							Kenntnisse im Umgang mit CAD-Systemen (AutoCAD, Vertex)
vgl				kein Am (vergleiche)							NA
visualisierungssoftware											NA
visualisierungssystem				unklar, im Zusammenhnag mit SPS Programmierung							Kenntnisse im Bereich Simatic S7 und Visualisierungssysteme
vj#				Programmiersprache							dot.NET (C++, VC++, VB, VJ#), Basic, Java
											NA
wan				Wide Area Network AM?							Sie verfügen über Kenntnisse im Bereich Serversysteme (Microsoft, Linux), Email-Server, Webserver, Apple, Netzwerke (Lan, Wan, W-Lan).    Gute Kenntnisse in WAN Netzwerken auf Basis xDSL, VPN, Application Server Systeme    Sie unterstützen unser Team bei der selbstständigen Administration unseres Netzes (WAN, LAN, VPNs), das sich über mehrere vorwiegend im Ausland ansässige Standorte erstreckt.    Konzeptionelle Weiterentwicklung der Netzwerke (WAN und LAN)
warehouse				data Warehouse-Anwendung SW							fundierte SAP Business Warehouse und SAP Netweaver (AS ABAP und Java) Kenntnisse
wärmetauscher				AM? Wärmeübertrager, überbegriff							Konstruktion und Detailkonstruktion von Wärmetauschern und Apparaten sowie von verfahrentechnischen Anlagen nach Fließschema    Konstruktion und Detailkonstruktion von Wärmetauschern und Apparaten sowie von verfahrenstechnischen Anlagen und Fließschemata    Sie kennen sich in der Fertigung und Montage von Druckbehältern, Apparaten, Wärmetauschern und Tanks aus.
wcf				Programmiersprache	Web Services						NA
wcf ria				Internetanwendung	Programmiersprache Web Services						Gute Kenntnisse in WCF, WCF RIA und Web Services.
wcf ria				Programmiersprache	Web Services						Gute Kenntnisse in WCF, WCF RIA und Web Services.
wcm				Standard/Programm World Class Manufacturing oder web Content Managment --> AM?							Basiswissen und erste Erfahrungen in TPM bzw. WCM
wea				Windenergieanlage, AM? ->3E							NA
web				neue Kategorie für Webseitengestaltung?							NA
web				Serviceadministration wie JAVA (JSP)							NA
web				/							NA
web				/							NA
web				/							NA
web				/							NA
web				/							NA
web				/							NA
web				SW für Webseiten							NA
werkbank				AM? ´darauf werden Sachen gefertigt bzw. werkzeug gelagert							Arbeitsplätze an Werkbänken und Maschinen einrichten
wf4				CAD System Pro Engineerer WF4							-D Kenntnisse in CATIA V 5 und 7 oder ProE (WF4), sowie ergänzende Erfahrungen in der Flächenmodelierung (CATIA V5-Generative Shape Design, bei ProE ist der Zusatzkurz in der Flächenmodelierung notwendig) sind unbedingt erforderlich.
wiie				Programmiersprache							Programmiersprachen (wiie PHP, C, C++, Java o.ä.)
wincc				Programm zur Visualisierung / Simantic Step7							NA
wincc flex				s.o Wibcc Flexible							NA
wince				? Wincc?							Kenntnisse im Bereich WinCE oder Embedded XP wünschenswert
windows-clustersystem				?							Sichere Beherrschung von Windows-Client-, Server Betriebssystemen, UNIX, Windows-Clustersystemen und SAN
wireframing				Web-Entwicklung	Techniken wie Flow cHarts						Erfahrung mit gängigen Werkzeugen (Wireframing, Prototyping, Web Analytics).
wlan				AM?							Die IT-Infrastruktur des Hauses ist mit realisierter Virtualisierung, WLAN und VoIP ebenfalls auf dem modernsten Stand.  Die IT-Infrastruktur des Hauses ist mit realisierter Virtualisierung, WLAN und VoIP ebenfalls auf dem modernsten Stand.  Sie sind bestens vertraut mit den Themenbereichen LAN, WAN, WLAN sowie Zugangskontrollen
w-lan				AM?							Sie verfügen über Kenntnisse im Bereich Serversysteme (Microsoft, Linux), Email-Server, Webserver, Apple, Netzwerke (Lan, Wan, W-Lan).
wlan-komponent				AM?							selbstentwickeltes ERP-System (RFID-Reader, Bildverarbeitung, WLAN-Komponenten)
wps				Netzwerk	Schweißanweisung / Programm						vorzugsweise Beherrschung der Systeme (Care, ETKA, WPS)
zamis/taksy/circe				Konstruktions SW							Sie besitzen gute Kenntnisse in Zamis/Taksy/CIRCE, Catia V4/Catia V5, E3D(EHI), VPM und SAP
zapp				Speditionen, Ein-Ausfuhr Zollabfertigungs SW							und verfügen über PC Kenntnisse (Word, Excel, Dakosy und ZAPP)
zns				Kein Am							NA
zodiak				Zoll SW							NA
											NA
											NA
											NA
